ClientName,Latitude,Longitude,ClusterNumber,centroids,UniqueClusterID
Ian Mosley,11.0176033,76.9217006,3,[11.02518256 76.91014288],C_3
Amanda Leonard,11.0454133,76.9475336,4,[11.03458701 76.96008318],C_4
Rebecca Gordon,11.0737451,77.0118424,5,[11.06430224 77.0049296 ],C_5
Karen Mason,10.9776042,76.9634336,1,[10.99032947 76.94906085],C_1
Debra Flores,10.9684353,76.9032607,1,[10.99032947 76.94906085],C_1
Kathleen Johnson,11.0310519,76.8898441,3,[11.02518256 76.91014288],C_3
Amy Green,10.9894471,76.9542378,1,[10.99032947 76.94906085],C_1
Pamela Robinson,11.047172,76.9884974,5,[11.06430224 77.0049296 ],C_5
Sean Roberts,11.0189933,76.9213482,3,[11.02518256 76.91014288],C_3
Mark Lambert,10.9945694,76.9581012,1,[10.99032947 76.94906085],C_1
Eric Kaufman,10.9987783,77.0348261,2,[11.00793952 77.00711148],C_2
Miss Sarah Meyer,11.0197849,77.0128857,2,[11.00793952 77.00711148],C_2
Katrina Vasquez,10.9967025,76.9553216,1,[10.99032947 76.94906085],C_1
John Lee,11.0207721,77.0402213,7,[11.0320363  77.05078642],C_7
Rachel Lowe,11.0622679,76.931387,4,[11.03458701 76.96008318],C_4
Julie Thompson,11.0328753,76.9441558,4,[11.03458701 76.96008318],C_4
Eric Friedman,11.025283,77.0008566,2,[11.00793952 77.00711148],C_2
Susan Sanders,11.01819,76.92524,3,[11.02518256 76.91014288],C_3
Rodney Newton,11.0246187,76.8982652,3,[11.02518256 76.91014288],C_3
Debra Miller,11.0030016,76.9503858,1,[10.99032947 76.94906085],C_1
Julia Carter,10.9425602,76.9542577,6,[10.95437625 76.97053033],C_6
Kristine Pena,11.0142619,77.0639433,7,[11.0320363  77.05078642],C_7
Dawn Jensen,11.0110367,76.9550095,1,[10.99032947 76.94906085],C_1
Gina Bridges,11.008733,77.0292868,2,[11.00793952 77.00711148],C_2
Brian Galvan,10.9592839,76.9760422,6,[10.95437625 76.97053033],C_6
Christopher Doyle Jr.,11.051116,77.0184052,5,[11.06430224 77.0049296 ],C_5
Robert Barnes,10.9916991,76.9910397,2,[11.00793952 77.00711148],C_2
Anna Robinson,11.0344301,76.9557464,4,[11.03458701 76.96008318],C_4
Amy Johnson,10.98791,76.9269256,1,[10.99032947 76.94906085],C_1
Jennifer Carey,11.0545869,77.0631705,7,[11.0320363  77.05078642],C_7
Rachel Black,11.076828,77.0256243,5,[11.06430224 77.0049296 ],C_5
Alyssa Jones,10.9913445,76.9579493,1,[10.99032947 76.94906085],C_1
Cathy Hughes,11.0447326,76.9474429,4,[11.03458701 76.96008318],C_4
Mary Smith,10.9940577,76.9940778,2,[11.00793952 77.00711148],C_2
Barbara Wilkins,10.9439194,76.9529686,6,[10.95437625 76.97053033],C_6
Heather James,10.9573437,76.9715185,6,[10.95437625 76.97053033],C_6
Steven Schwartz,10.967734,77.0124473,2,[11.00793952 77.00711148],C_2
Madeline Collins,10.9984873,77.0557201,7,[11.0320363  77.05078642],C_7
Alicia Pearson,10.9579258,76.9832362,6,[10.95437625 76.97053033],C_6
Kimberly Wallace,10.9938568,76.9574898,1,[10.99032947 76.94906085],C_1
Jennifer Forbes,10.9998897,77.0532147,7,[11.0320363  77.05078642],C_7
Antonio Chaney,10.9497798,76.9998291,6,[10.95437625 76.97053033],C_6
Jennifer Rhodes,11.1132387,77.0294039,5,[11.06430224 77.0049296 ],C_5
Shawn Bowman,11.0555326,77.0646722,7,[11.0320363  77.05078642],C_7
Miranda French,10.99369,76.9882008,2,[11.00793952 77.00711148],C_2
William Hensley,11.0369725,76.9735564,4,[11.03458701 76.96008318],C_4
Dylan Washington,11.0361947,77.0381188,7,[11.0320363  77.05078642],C_7
Edward Lopez,10.9906655,76.9607384,1,[10.99032947 76.94906085],C_1
Charles Cook,11.0356197,76.9342652,4,[11.03458701 76.96008318],C_4
Laura Coleman,11.0297504,76.9709807,4,[11.03458701 76.96008318],C_4
Janet Green,11.037123,76.925123,3,[11.02518256 76.91014288],C_3
Justin Dickerson,10.9423675,76.9417165,6,[10.95437625 76.97053033],C_6
Emily Deleon,11.0357374,76.9875276,4,[11.03458701 76.96008318],C_4
Justin Robinson,11.0293251,76.9320242,3,[11.02518256 76.91014288],C_3
Heidi Flores,11.019098,76.9660781,4,[11.03458701 76.96008318],C_4
Mr. Jacob Brown,11.0275898,77.000758,2,[11.00793952 77.00711148],C_2
Jasmine Jones MD,11.0499877,76.9900492,5,[11.06430224 77.0049296 ],C_5
Darrell Sims,11.0145258,76.9842133,2,[11.00793952 77.00711148],C_2
Julie Harris,11.0094052,77.0539168,7,[11.0320363  77.05078642],C_7
Robin Brown,11.0260714,77.019932,2,[11.00793952 77.00711148],C_2
Kristy Williams,11.0007944,76.9520932,1,[10.99032947 76.94906085],C_1
Charlotte White,11.0071156,76.9513094,1,[10.99032947 76.94906085],C_1
Evan Murphy,10.9962162,76.9579786,1,[10.99032947 76.94906085],C_1
Sarah Pearson,10.9681963,77.0091226,2,[11.00793952 77.00711148],C_2
Vicki Lawrence,10.996387,76.9588018,1,[10.99032947 76.94906085],C_1
Jonathan Huerta,11.0540825,77.0201355,5,[11.06430224 77.0049296 ],C_5
Gregory Blackwell,11.003076,77.0496814,7,[11.0320363  77.05078642],C_7
Douglas Moss,10.9911034,76.9418063,1,[10.99032947 76.94906085],C_1
Darren Watkins,11.056392,77.0149369,5,[11.06430224 77.0049296 ],C_5
Lucas Smith,11.0646288,76.9078392,3,[11.02518256 76.91014288],C_3
Jonathan Garcia,10.9963499,77.0272615,2,[11.00793952 77.00711148],C_2
Amy Frazier,10.9888099,76.9687222,1,[10.99032947 76.94906085],C_1
Mary Gonzalez,10.9946137,76.9575325,1,[10.99032947 76.94906085],C_1
Brandon Klein,11.030211,76.9858749,4,[11.03458701 76.96008318],C_4
Melissa Brown,11.0332104,76.9307939,3,[11.02518256 76.91014288],C_3
Clayton Wells,10.9977123,77.0302578,2,[11.00793952 77.00711148],C_2
Debra Gentry,10.995826,76.9579337,1,[10.99032947 76.94906085],C_1
Kelsey Kelley,11.0542276,77.0224767,5,[11.06430224 77.0049296 ],C_5
Adam Stewart,10.9911147,76.953769,1,[10.99032947 76.94906085],C_1
Anthony Smith,10.952843,76.9646218,6,[10.95437625 76.97053033],C_6
William Mosley,10.9545383,76.9923884,6,[10.95437625 76.97053033],C_6
Ann Perez,10.9877447,76.9348048,1,[10.99032947 76.94906085],C_1
Christopher Dixon,10.9873773,76.9390884,1,[10.99032947 76.94906085],C_1
Luis Barnett,11.0674565,77.0016258,5,[11.06430224 77.0049296 ],C_5
Paula Brown,10.9922836,76.9273357,1,[10.99032947 76.94906085],C_1
Joshua Nichols,11.0043089,77.0661568,7,[11.0320363  77.05078642],C_7
Erica Payne,11.0272365,76.962573,4,[11.03458701 76.96008318],C_4
Marie Hayes,11.009351,76.9618805,1,[10.99032947 76.94906085],C_1
Stacey Gibson,11.0050698,77.0269051,2,[11.00793952 77.00711148],C_2
Lori Dougherty,11.023151,76.9108783,3,[11.02518256 76.91014288],C_3
Allen Perez,11.0316802,76.9992949,2,[11.00793952 77.00711148],C_2
Misty Cohen,11.0767818,77.0255844,5,[11.06430224 77.0049296 ],C_5
Gary Edwards,11.0140034,77.0344279,7,[11.0320363  77.05078642],C_7
Lisa Jackson,11.0250429,76.9620511,4,[11.03458701 76.96008318],C_4
Cynthia Coleman,10.9698572,76.8974318,1,[10.99032947 76.94906085],C_1
Rachel Wilson,11.0121745,77.0011715,2,[11.00793952 77.00711148],C_2
Stephanie Lang,11.0311402,76.9016473,3,[11.02518256 76.91014288],C_3
Scott Turner,11.0295839,76.9748374,4,[11.03458701 76.96008318],C_4
John Martin,11.0539496,77.0235474,5,[11.06430224 77.0049296 ],C_5
Justin Bryant,11.0291168,76.9321904,3,[11.02518256 76.91014288],C_3
Cindy Taylor,10.9773154,77.0342731,2,[11.00793952 77.00711148],C_2
Monica Mack,11.0390726,76.973763,4,[11.03458701 76.96008318],C_4
Duane May,11.0255054,76.9870729,2,[11.00793952 77.00711148],C_2
Brandon Ho,10.9940562,76.9578884,1,[10.99032947 76.94906085],C_1
Jennifer Nichols,11.0055875,76.9559108,1,[10.99032947 76.94906085],C_1
Bradley Grant,11.0382047,76.973216,4,[11.03458701 76.96008318],C_4
Tiffany Jacobson,11.0546122,76.9988815,5,[11.06430224 77.0049296 ],C_5
Kimberly Beck,10.9878132,76.9634513,1,[10.99032947 76.94906085],C_1
James Morales,11.0339542,76.9552525,4,[11.03458701 76.96008318],C_4
Mary Gomez,10.9909278,76.9939591,2,[11.00793952 77.00711148],C_2
Bridget Caldwell,11.0001268,76.9918737,2,[11.00793952 77.00711148],C_2
Sean Russell,11.0049408,77.0321955,2,[11.00793952 77.00711148],C_2
Stacey Martinez,10.9933324,76.957914,1,[10.99032947 76.94906085],C_1
Dawn Walker,11.021432,77.0004293,2,[11.00793952 77.00711148],C_2
Scott Jordan,11.0203253,77.0001533,2,[11.00793952 77.00711148],C_2
Jermaine Williams,11.0333839,77.0162262,2,[11.00793952 77.00711148],C_2
Jamie White,11.0437254,77.0141205,5,[11.06430224 77.0049296 ],C_5
Melinda Campbell,10.9770561,76.9179846,1,[10.99032947 76.94906085],C_1
Nicole Ward,10.9559092,76.9894332,6,[10.95437625 76.97053033],C_6
John Griffin,10.9426507,76.953794,6,[10.95437625 76.97053033],C_6
Jennifer Anderson,10.9868648,76.9712108,1,[10.99032947 76.94906085],C_1
Adam Tran,10.9904783,76.9588767,1,[10.99032947 76.94906085],C_1
Ryan Preston,11.0232297,76.962126,4,[11.03458701 76.96008318],C_4
Pamela Ortiz MD,11.0601414,77.0496874,7,[11.0320363  77.05078642],C_7
Kimberly Johnson,11.0262715,76.9591619,4,[11.03458701 76.96008318],C_4
Sharon Zamora,11.0370948,76.8911254,3,[11.02518256 76.91014288],C_3
Jon Gomez,10.9310987,76.9718404,6,[10.95437625 76.97053033],C_6
Natasha Mcguire,11.0238146,76.9879672,2,[11.00793952 77.00711148],C_2
Kayla Webster,11.1099242,77.0119678,5,[11.06430224 77.0049296 ],C_5
Jessica Rivera,10.90411,76.998725,0,[10.90632173 76.96935831],C_0
Jessica Stevens,11.1134109,77.0292056,5,[11.06430224 77.0049296 ],C_5
Thomas Livingston,10.920769,76.9760074,0,[10.90632173 76.96935831],C_0
Laurie Mcconnell,11.0344017,76.9560081,4,[11.03458701 76.96008318],C_4
Daniel Singh,11.0246596,76.9626852,4,[11.03458701 76.96008318],C_4
Tina Anderson PhD,11.0520112,76.9300617,3,[11.02518256 76.91014288],C_3
Ruben Price,11.0143294,77.0203353,2,[11.00793952 77.00711148],C_2
Jeffrey Gardner,11.0230117,76.8810883,3,[11.02518256 76.91014288],C_3
Jamie Bailey,11.0148995,77.0166424,2,[11.00793952 77.00711148],C_2
William Fox,11.0448463,76.9436175,4,[11.03458701 76.96008318],C_4
Juan York,11.0452782,76.9392026,4,[11.03458701 76.96008318],C_4
Jeremy Davis,11.0205632,77.0183785,2,[11.00793952 77.00711148],C_2
Susan Austin,11.0544478,77.04345,7,[11.0320363  77.05078642],C_7
Cassandra Gilbert,10.9923829,76.9523257,1,[10.99032947 76.94906085],C_1
Kenneth Hill,11.0110763,76.9434959,1,[10.99032947 76.94906085],C_1
Heather Bradley,10.9650241,76.9868727,6,[10.95437625 76.97053033],C_6
Kyle Carrillo,11.0464795,76.9932802,5,[11.06430224 77.0049296 ],C_5
Sharon Flores,10.9616662,76.8160339,3,[11.02518256 76.91014288],C_3
Lisa Mcmillan,11.0173509,76.9866463,2,[11.00793952 77.00711148],C_2
Rebecca Osborne,11.0216102,76.9163098,3,[11.02518256 76.91014288],C_3
Chad Lee,10.9408323,76.9859468,6,[10.95437625 76.97053033],C_6
Jaime Robbins,10.9526556,76.9649171,6,[10.95437625 76.97053033],C_6
Allison Campos,11.0493125,76.98073,4,[11.03458701 76.96008318],C_4
Joel Lewis,11.0400882,76.9359969,4,[11.03458701 76.96008318],C_4
Matthew Wilkinson,11.0245389,76.9846518,4,[11.03458701 76.96008318],C_4
Martha Perry,10.9509714,76.9806613,6,[10.95437625 76.97053033],C_6
Emily Palmer,11.0923489,77.0182992,5,[11.06430224 77.0049296 ],C_5
Kevin Valentine,10.9468411,76.9414189,6,[10.95437625 76.97053033],C_6
Sherry Mckay,11.0154575,76.9839317,2,[11.00793952 77.00711148],C_2
Judy Spears,11.0234686,77.0218321,2,[11.00793952 77.00711148],C_2
James Williams,11.0568336,76.9682941,4,[11.03458701 76.96008318],C_4
Sandra Scott,11.0579476,77.0052418,5,[11.06430224 77.0049296 ],C_5
Carla Mendoza,11.006654,77.013118,2,[11.00793952 77.00711148],C_2
Terry Jensen,10.9691217,77.0120233,2,[11.00793952 77.00711148],C_2
Jessica Nguyen,11.0344194,76.9660662,4,[11.03458701 76.96008318],C_4
Stacy Harrington,11.0465347,76.9990997,5,[11.06430224 77.0049296 ],C_5
Stephanie Flores,11.0147267,77.0186416,2,[11.00793952 77.00711148],C_2
Corey Grimes,11.0298551,76.9802505,4,[11.03458701 76.96008318],C_4
Jeffrey Gray,11.0032654,77.0497696,7,[11.0320363  77.05078642],C_7
Robert Dyer,10.989387,76.9414934,1,[10.99032947 76.94906085],C_1
Ralph Rojas,10.9587803,76.9833046,6,[10.95437625 76.97053033],C_6
Eric Soto,11.0094247,76.9922426,2,[11.00793952 77.00711148],C_2
Joseph Mora,11.0105534,77.0052558,2,[11.00793952 77.00711148],C_2
Emily West,11.0279668,76.9602849,4,[11.03458701 76.96008318],C_4
Gregory White,10.9907807,76.9916976,2,[11.00793952 77.00711148],C_2
Marco George,11.0551761,77.0658752,7,[11.0320363  77.05078642],C_7
Johnathan White,11.0592265,76.9598479,4,[11.03458701 76.96008318],C_4
Jerry Gillespie,10.9771831,77.0339798,2,[11.00793952 77.00711148],C_2
Elizabeth Moore,11.0791878,77.0041662,5,[11.06430224 77.0049296 ],C_5
Brenda Hall,11.0233558,76.9087624,3,[11.02518256 76.91014288],C_3
Rhonda Gonzalez,11.060647,76.948742,4,[11.03458701 76.96008318],C_4
Jennifer Curtis,11.0383114,76.9250246,3,[11.02518256 76.91014288],C_3
Ashley Spencer,11.0309856,76.9308921,3,[11.02518256 76.91014288],C_3
Mallory Adams,11.0344902,76.9669965,4,[11.03458701 76.96008318],C_4
Charles Rose,11.0172636,76.9630095,4,[11.03458701 76.96008318],C_4
Alicia Roy,11.0446053,76.9385395,4,[11.03458701 76.96008318],C_4
Keith Kirk,11.0290381,76.9717145,4,[11.03458701 76.96008318],C_4
Bryan Walsh,11.0264068,76.98982,2,[11.00793952 77.00711148],C_2
William Rollins,11.0178451,76.9659262,4,[11.03458701 76.96008318],C_4
Elizabeth Gonzalez MD,11.0286653,76.9936458,2,[11.00793952 77.00711148],C_2
Nicole Lang,10.9586699,76.9771805,6,[10.95437625 76.97053033],C_6
Brandi Cook,10.952307,76.9570832,6,[10.95437625 76.97053033],C_6
Jordan Miles,11.0630182,76.9099125,3,[11.02518256 76.91014288],C_3
Keith Crawford,10.9959867,77.0272183,2,[11.00793952 77.00711148],C_2
Joseph Watkins,10.9945723,76.9313098,1,[10.99032947 76.94906085],C_1
Tyler Dawson,10.9954761,76.9962579,2,[11.00793952 77.00711148],C_2
Audrey Singh,11.0453158,76.9790492,4,[11.03458701 76.96008318],C_4
Brandy Moreno,10.9102692,76.948555,0,[10.90632173 76.96935831],C_0
Jordan Harris,11.021543,76.9507289,4,[11.03458701 76.96008318],C_4
Kelly Harrison,10.9870063,76.9416374,1,[10.99032947 76.94906085],C_1
Melissa Lee,11.0146153,76.9234494,3,[11.02518256 76.91014288],C_3
Dean Morris,10.9970196,76.9926134,2,[11.00793952 77.00711148],C_2
Andre Hurst,11.0031457,77.0499165,7,[11.0320363  77.05078642],C_7
Betty Barrett,11.0338594,77.0377887,7,[11.0320363  77.05078642],C_7
Steven Martin,10.9763173,76.9642105,1,[10.99032947 76.94906085],C_1
Yvonne Bowman,11.0427285,76.9434911,4,[11.03458701 76.96008318],C_4
Kevin Brown,11.0309646,76.9868273,4,[11.03458701 76.96008318],C_4
Brooke Collier,11.0421628,77.0026751,5,[11.06430224 77.0049296 ],C_5
Jonathan Gonzales,10.9537984,76.9729703,6,[10.95437625 76.97053033],C_6
Tony Strickland MD,11.046278,76.9522645,4,[11.03458701 76.96008318],C_4
Tristan Lee,10.9959805,77.0272839,2,[11.00793952 77.00711148],C_2
Kelly Webb,11.0386428,76.9251157,3,[11.02518256 76.91014288],C_3
Thomas Moore,11.025785,76.9695046,4,[11.03458701 76.96008318],C_4
Brent Hansen,11.034456,76.9577855,4,[11.03458701 76.96008318],C_4
Jennifer York,10.9942525,76.958094,1,[10.99032947 76.94906085],C_1
Jason Wood,10.9952425,76.9402844,1,[10.99032947 76.94906085],C_1
George Holder,11.040023,76.936506,4,[11.03458701 76.96008318],C_4
Jason Owen,10.9947909,76.9299523,1,[10.99032947 76.94906085],C_1
Karen Taylor,10.9938885,76.9575447,1,[10.99032947 76.94906085],C_1
Sheryl Santos,11.0624472,76.9946497,5,[11.06430224 77.0049296 ],C_5
Patrick Harris,10.9676317,76.978736,6,[10.95437625 76.97053033],C_6
Christopher Davis,11.0285657,76.9559364,4,[11.03458701 76.96008318],C_4
Tiffany Thomas,11.0303394,76.9990122,2,[11.00793952 77.00711148],C_2
Erica White,11.0025938,76.9515126,1,[10.99032947 76.94906085],C_1
Jill Martin,11.031845,76.9243,3,[11.02518256 76.91014288],C_3
Jessica Brock,11.0655411,76.9470883,4,[11.03458701 76.96008318],C_4
Christopher Moon,11.0351846,76.9373313,4,[11.03458701 76.96008318],C_4
Maria Hansen,11.01264,77.0091514,2,[11.00793952 77.00711148],C_2
Albert Clark,11.0179685,76.9715867,4,[11.03458701 76.96008318],C_4
Catherine Vasquez,11.0013746,77.0431572,7,[11.0320363  77.05078642],C_7
Megan Cortez,10.994825,76.9970322,2,[11.00793952 77.00711148],C_2
Daniel Boyd,10.9878742,76.9384299,1,[10.99032947 76.94906085],C_1
Scott Leblanc,11.007744,77.02843,2,[11.00793952 77.00711148],C_2
Jonathan Bell,11.0980206,77.0183863,5,[11.06430224 77.0049296 ],C_5
Michelle Hawkins,10.9999956,76.991837,2,[11.00793952 77.00711148],C_2
Philip Page,11.0303402,76.8911904,3,[11.02518256 76.91014288],C_3
Jacob Mitchell,11.0374758,76.9800951,4,[11.03458701 76.96008318],C_4
Carol Wilson,10.9426657,76.9853492,6,[10.95437625 76.97053033],C_6
John House,11.0539036,77.0365983,7,[11.0320363  77.05078642],C_7
Sarah Arellano,10.9571884,76.9787811,6,[10.95437625 76.97053033],C_6
Sheila French,10.940375,76.9747875,6,[10.95437625 76.97053033],C_6
Clayton Savage,11.0031743,77.040044,7,[11.0320363  77.05078642],C_7
Debbie Martinez,11.0025525,76.9585715,1,[10.99032947 76.94906085],C_1
Brian Estes DVM,11.0768539,77.0557285,7,[11.0320363  77.05078642],C_7
Joseph Quinn MD,11.026817,76.9486131,4,[11.03458701 76.96008318],C_4
Glenn Martinez,11.0111019,76.9435112,1,[10.99032947 76.94906085],C_1
Erin Nash,11.0090486,77.0485899,7,[11.0320363  77.05078642],C_7
Deanna Goodman,10.9992272,76.9510877,1,[10.99032947 76.94906085],C_1
Joshua Santiago,10.9603317,76.9726536,6,[10.95437625 76.97053033],C_6
Joshua Mccoy,11.0026516,76.9543371,1,[10.99032947 76.94906085],C_1
Madison Sweeney,11.0095954,77.0402199,7,[11.0320363  77.05078642],C_7
Patrick Davis,11.0803528,77.0026688,5,[11.06430224 77.0049296 ],C_5
Julia West,11.0463603,77.0523665,7,[11.0320363  77.05078642],C_7
Christopher Blair,11.0286941,76.8968375,3,[11.02518256 76.91014288],C_3
Shelley Miller,11.0049251,77.0350822,2,[11.00793952 77.00711148],C_2
Jody Oliver,11.0592505,76.9826107,5,[11.06430224 77.0049296 ],C_5
Anthony Wagner,11.0131624,77.0104903,2,[11.00793952 77.00711148],C_2
Douglas Rodriguez,10.9878881,76.9350537,1,[10.99032947 76.94906085],C_1
Joshua Romero,11.0288229,76.958877,4,[11.03458701 76.96008318],C_4
Katherine Lyons,11.0065854,76.9959367,2,[11.00793952 77.00711148],C_2
Michelle Stuart,11.0319554,76.9784429,4,[11.03458701 76.96008318],C_4
Alexander Cook,10.9506113,76.9535191,6,[10.95437625 76.97053033],C_6
Charles Reyes,10.9947845,76.9934315,2,[11.00793952 77.00711148],C_2
Crystal Sims,11.0459951,76.9369999,4,[11.03458701 76.96008318],C_4
Katrina Henry,11.0743911,76.9419614,4,[11.03458701 76.96008318],C_4
Jonathan Smith,10.9873192,76.9355935,1,[10.99032947 76.94906085],C_1
Melissa Vaughn,10.9934395,76.9581597,1,[10.99032947 76.94906085],C_1
Helen Thomas,11.0407951,76.9967496,5,[11.06430224 77.0049296 ],C_5
Jordan Matthews,11.0257702,76.9714736,4,[11.03458701 76.96008318],C_4
Ralph Thompson,10.9988945,76.9415919,1,[10.99032947 76.94906085],C_1
Laura Eaton,11.033083,77.006442,2,[11.00793952 77.00711148],C_2
Robert York,10.9464981,76.9735639,6,[10.95437625 76.97053033],C_6
Amanda Hicks,11.0120544,77.0039768,2,[11.00793952 77.00711148],C_2
Willie Reed,10.9557622,76.9735291,6,[10.95437625 76.97053033],C_6
Jeremy Preston,11.0489578,76.9411307,4,[11.03458701 76.96008318],C_4
Kelly Sullivan DVM,10.9717713,76.9697271,6,[10.95437625 76.97053033],C_6
Lindsey Lee,11.0975378,77.0193758,5,[11.06430224 77.0049296 ],C_5
Dennis Powell,11.0464026,76.9522127,4,[11.03458701 76.96008318],C_4
Patricia Deleon,11.010002,76.9258763,3,[11.02518256 76.91014288],C_3
Alexander Bell,10.9616184,76.8159359,3,[11.02518256 76.91014288],C_3
Timothy Robbins,11.0393383,76.9745157,4,[11.03458701 76.96008318],C_4
Joseph Mahoney,10.9915084,76.9937271,2,[11.00793952 77.00711148],C_2
Erin Wilson,11.0436161,76.99785,5,[11.06430224 77.0049296 ],C_5
Tyrone Williams,11.0367136,77.0377058,7,[11.0320363  77.05078642],C_7
Yvonne Mccullough,11.0400675,76.9677265,4,[11.03458701 76.96008318],C_4
Carla Aguirre,10.9662063,76.9492359,1,[10.99032947 76.94906085],C_1
Bonnie Ramirez,11.006299,77.0301357,2,[11.00793952 77.00711148],C_2
Jerry Blankenship,11.006808,77.0126508,2,[11.00793952 77.00711148],C_2
Cassandra Johnson,11.0227127,76.9434641,4,[11.03458701 76.96008318],C_4
Taylor Wagner,10.981806,77.0333048,2,[11.00793952 77.00711148],C_2
Katherine Morrison,11.0774969,77.0041238,5,[11.06430224 77.0049296 ],C_5
Courtney Whitehead,11.0452922,77.0031998,5,[11.06430224 77.0049296 ],C_5
Brandon Fields,10.9896864,76.9655449,1,[10.99032947 76.94906085],C_1
Paul White,10.9912997,76.9386181,1,[10.99032947 76.94906085],C_1
Kelly Williams,11.0376745,76.9360106,4,[11.03458701 76.96008318],C_4
Christopher Johnson,10.9994645,76.9992339,2,[11.00793952 77.00711148],C_2
Jenna Simmons,10.9503211,76.8839652,1,[10.99032947 76.94906085],C_1
Gary Stevens,10.9960338,77.0272735,2,[11.00793952 77.00711148],C_2
Sherri Cooke,11.0369224,76.9252062,3,[11.02518256 76.91014288],C_3
Maurice Fitzgerald,11.0466275,77.0519218,7,[11.0320363  77.05078642],C_7
Barbara Webster,11.0419242,77.0022334,5,[11.06430224 77.0049296 ],C_5
